Tweet_ID;Sarcastic;Sentiment
1278241756430008320;Yes;Positive
1331485118041632768;No;Positive
1252912709374443520;No;Neutral
1230845362379935749;No;Neutral
1244558950277799937;No;Negative
1267079866618392578;Yes;Positive
1225131312824180742;No;Neutral
1273985549024538624;Yes;Positive
1248820642515947521;No;Positive
1244902781145755649;No;Positive
1391400003312719019;No;Positive
1230857739619966981;No;Neutral
1248002091735531521;Yes;Neutral
1384932810369634465;No;Negative
1246631198065078272;Yes;Neutral
1239585357508890626;No;Negative
1260695279025696772;Yes;Neutral
1232153518850609153;No;Positive
1242993500402208768;No;Positive
1248724199260262402;No;Positive
1264673921997168641;No;Negative
1234179866418917377;No;Neutral
1230940533767446533;Yes;Positive
1243359932855881730;No;Positive
1271466956055621633;No;Negative
1267154100912783361;No;Positive
1226828791630221312;No;Negative
1333153153722830849;No;Negative
1242159158578855938;Yes;Positive
1246390530243690496;No;Positive
1321571788233592833;No;Negative
1244554728144601089;No;Neutral
1303284373299527680;No;Negative
1230894651458101248;Yes;Neutral
1229131068600705024;No;Neutral
1259971318595887105;No;Positive
1268714801993220097;No;Neutral
1264466947267268608;No;Neutral
1239833926606209029;No;Neutral
1240013286176931840;Yes;Neutral
1327378469920104449;Yes;Positive
1239954499361439749;No;Neutral
1274829312169041921;No;Negative
1250719820477337600;Yes;Positive
1271476087281922048;No;Negative
1268248584555835394;No;Negative
1267999855898746880;No;Negative
1304012841717043200;Yes;Positive
1261546389709787136;No;Neutral
1327425253923547028;No;Negative
1242057855852785665;No;Negative
1238857601619804161;No;Negative
1269221223302602752;No;Negative
1290474825530695681;No;Negative
1375917685486457087;No;Negative
1241319508687704064;No;Neutral
1318933595520704513;No;Negative
1243689352384909316;Yes;Positive
1242897732853006336;No;Negative
1310203738905358336;Yes;Positive
1234522826343878659;No;Neutral
1222192434752434176;Yes;Positive
1248610568694403073;No;Neutral
1262773554141151232;Yes;Positive
1241739669911547904;No;Neutral
1279417280703746049;Yes;Positive
1245913711916662784;No;Positive
1262067762224128000;Yes;Positive
1237155052562853894;Yes;Positive
1311893305410919503;Yes;Positive
1272855139792162818;No;Negative
1282422525058846727;Yes;Positive
1243676063554850817;No;Negative
1332526379972366342;No;Negative
1235664296664633344;No;Negative
1240126809687183360;No;Positive
1254807831842304001;No;Negative
1316538490012807169;No;Negative
1242531023885340681;No;Neutral
1361424824051281096;No;Negative
1226023522407010304;Yes;Positive
1226921896073187328;Yes;Positive
1235457118636998657;Yes;Positive
1249961810494738436;No;Neutral
1317418690791526400;Yes;Positive
1246532096115519490;No;Neutral
1256375461220925440;No;Neutral
1375362515715123396;No;Neutral
1235622270325977093;Yes;Neutral
1262824727292317700;No;Negative
1350579954155968185;No;Neutral
1234614320857829376;No;Neutral
1258384750496157701;No;Neutral
1248342333843804162;No;Negative
1234105709270306817;Yes;Neutral
1230871931181772802;No;Neutral
1250458894096314369;No;Negative
1262117059296624640;Yes;Neutral
1323097849420084458;No;Negative
1237909920651108352;Yes;Positive
1272367615919435781;Yes;Positive
1223004160062369800;No;Neutral
1238964667931910144;No;Negative
1359328808080151551;No;Negative
1279178859133521920;No;Positive
1282797214759256067;No;Negative
1268584548935352321;Yes;Positive
1251283570930470914;Yes;Positive
1271104597583638532;No;Negative
1245343536423239681;No;Neutral
1263283957610807298;No;Neutral
1264229471663591424;No;Negative
1230989479747473411;Yes;Positive
1260314069015330816;No;Positive
1254219112680697857;No;Negative
1303859173571035137;No;Negative
1243357490814672897;No;Positive
1237343690865152006;No;Neutral
1243277398197571586;No;Positive
1262137767749996545;No;Negative
1240965954399604737;No;Neutral
1236435814692904960;Yes;Positive
1258775972276568064;No;Neutral
1244827422631002113;Yes;Positive
1264877351801847808;No;Positive
1235711918687559682;No;Negative
1244971784895684610;No;Neutral
1260611554535407622;Yes;Positive
1235643060786286598;No;Negative
1261362064066351106;No;Neutral
1262080930870689794;No;Neutral
1243977383742488576;Yes;Neutral
1240558320383033345;No;Positive
1309697438509826816;No;Neutral
1313389970699083777;No;Negative
1321431335949504513;No;Negative
1222199148629368833;Yes;Positive
1259899098796380162;No;Neutral
1260895776751988736;No;Neutral
1261696479783239680;No;Neutral
1328515185704448581;Yes;Negative
1257744466607247361;No;Neutral
1261877797854892033;Yes;Positive
1264654427937521669;No;Negative
1318232702303297539;No;Negative
1242222529827213314;No;Positive
1241683538291892224;Yes;Positive
1258842874663391234;No;Neutral
1241753980297977856;No;Neutral
1240675775088676864;Yes;Positive
1262556456810758145;No;Negative
1354949466239686657;No;Neutral
1254410675918692352;No;Neutral
1377424543793535485;No;Negative
1322536916101771264;No;Positive
1373818227395961517;No;Neutral
1272929334953742336;Yes;Positive
1264897734181621760;No;Neutral
1305986003644157957;No;Negative
1251275469556678656;Yes;Neutral
1262477762717257729;Yes;Positive
1234351993478619136;Yes;Neutral
1244720951478169601;No;Negative
1234420190663921666;No;Neutral
1261000254826123265;No;Neutral
1247628001698893828;Yes;Positive
1326349386321521998;No;Neutral
1251120719238500352;No;Positive
1222095658959671300;Yes;Positive
1245336611237302273;No;Neutral
1271395017605734400;Yes;Positive
1266203104367857664;No;Negative
1260769683441094656;Yes;Neutral
1242872233841827842;No;Neutral
1237828854330404870;No;Neutral
1256563840914993152;Yes;Neutral
1262094467798007817;Yes;Neutral
1312944271335526400;Yes;Positive
1250729732439752705;No;Neutral
1260384253138939904;No;Negative
1237130782071836672;Yes;Positive
1266294713126014976;Yes;Positive
1306270494585491456;No;Negative
1247261562110382081;Yes;Positive
1235975448489799681;No;Neutral
1335529462584844289;Yes;Neutral
1244191029147901952;No;Neutral
1353360220370006869;No;Positive
1386879355254436711;No;Negative
1239794722417377280;No;Neutral
1324867122061856770;No;Negative
1232019106741788674;No;Positive
1262211965709103104;Yes;Positive
1249944647096512513;Yes;Positive
1254226001464344576;No;Neutral
1248647540892893185;No;Negative
1241096457534537728;No;Neutral
1316483379878154241;No;Negative
1279961274458288128;Yes;Negative
1235964733343379457;No;Neutral
1323494021318847985;No;Negative
1326934198331076608;No;Negative
1255789298370166789;No;Positive
1301977250390418307;No;Negative
1251171211872284678;No;Neutral
1237770934741860352;No;Neutral
1267030177537757184;No;Neutral
1247234196680081408;No;Positive
1274401957394907136;Yes;Positive
1239838147644661762;No;Neutral
1240418523563855880;No;Positive
1237356789097730048;No;Neutral
1290317589198123008;Yes;Negative
1245654152115400704;No;Neutral
1270067622873370627;Yes;Positive
1256607751255601153;No;Positive
1233116698057826304;Yes;Positive
1230923735194112001;No;Neutral
1235644375390212101;No;Negative
1242571720759918592;No;Positive
1234764583728033793;Yes;Positive
1277740284621832193;No;Negative
1250727590102552576;Yes;Positive
1230928497058684930;Yes;Neutral
1261312461967437826;Yes;Positive
1244505161688588289;No;Negative
1302693940041551967;No;Negative
1233123435976568843;Yes;Neutral
1260832965573124097;No;Neutral
1241253200075862016;No;Positive
1313720946223442363;Yes;Positive
1384725011304758987;Yes;Neutral
1254377121654476800;No;Neutral
1250472110688010240;No;Neutral
1312389799387566080;Yes;Positive
1245681297621692416;Yes;Positive
1257944588775538691;No;Neutral
1301553751354941442;No;Positive
1223399246105325569;No;Neutral
1294942735288459265;No;Positive
1258049652051640321;No;Positive
1262996880436293632;No;Neutral
1278672550692872198;Yes;Positive
1256309590301356033;No;Neutral
1301162607620846181;No;Neutral
1258872307566759938;Yes;Positive
1240062895125340163;Yes;Neutral
1259659284826259456;No;Neutral
1246875251482316800;No;Neutral
1241748985926299651;Yes;Positive
1222177210351738880;Yes;Positive
1261772098416136198;No;Neutral
1272028521674739712;No;Negative
1324465574274097156;Yes;Positive
1250848795715424257;Yes;Neutral
1236994725678383105;No;Negative
1333750371736205696;No;Neutral
1369187665188335966;No;Negative
1239226338684403717;No;Negative
1322475718706647040;Yes;Positive
1251689724231761923;No;Negative
1309992095650807809;Yes;Positive
1241371146504876033;No;Neutral
1250723195222732800;No;Neutral
1237797197376356355;Yes;Positive
1265092855384719360;No;Negative
1242836061564387328;Yes;Positive
1253802031824936961;Yes;Neutral
1241657811366526977;No;Neutral
1261199268641112069;No;Neutral
1242450372158984195;No;Neutral
1264323979445239819;No;Neutral
1264684006085361665;No;Neutral
1242010241925091330;Yes;Positive
1365164393556896685;No;Neutral
1306948861638987778;No;Negative
1233094658932252672;Yes;Positive
1236554456499548161;No;Neutral
1330579043440267277;Yes;Positive
1265005218938458113;No;Neutral
1261839684902232065;No;Negative
1284434055581306880;No;Negative
1262455189535109121;Yes;Positive
1260674456202199047;Yes;Negative
1266755680981188612;No;Negative
1258741287743873025;No;Neutral
1258090620922531840;No;Neutral
1278610318848073730;Yes;Positive
1249371033301389312;No;Neutral
1256364036347834368;No;Positive
1336040984499813083;Yes;Positive
1262906328676216836;Yes;Positive
1243929877675466757;No;Neutral
1367597458941791678;No;Negative
1241065165258403842;No;Positive
1240996741320790017;No;Neutral
1259433006873415683;No;Neutral
1344475117897777239;Yes;Neutral
1325558057162698754;Yes;Positive
1255857826142064640;Yes;Positive
1253885311131586561;Yes;Neutral
1271551499181740032;Yes;Positive
1248688476360507392;Yes;Positive
1231503219299356672;No;Neutral
1384613130437878147;No;Neutral
1250701991770312704;No;Neutral
1329576488302494586;No;Neutral
1246196027083886593;Yes;Positive
1278923870553223169;No;Negative
1249362685273219072;No;Positive
1230978480285900800;No;Neutral
1230972342744109058;No;Neutral
1262184898825277440;Yes;Positive
1262474356845936644;Yes;Neutral
1299556319637241857;Yes;Positive
1272176307292581888;Yes;Positive
1251953495328129024;Yes;Positive
1231891550063529984;No;Positive
1249688074310778881;No;Positive
1222507194941308928;Yes;Positive
1241974282592366597;No;Neutral
1314385652171440192;No;Negative
1374521003094257625;Yes;Positive
1313543230387916756;No;Negative
1237716516466032641;Yes;Positive
1277644417525055489;No;Negative
1247958627857715200;No;Negative
1245762548403707913;No;Positive
1262299138265427968;No;Neutral
1243913732167778304;Yes;Positive
1293322730310336513;No;Positive
1252970830511910914;No;Positive
1240307527100903425;No;Negative
1243141701713244160;No;Neutral
1254215705911853059;No;Positive
1267594130902994947;No;Neutral
1251884853819310082;No;Negative
1222766391188541440;No;Neutral
1236621921531367425;Yes;Positive
1247520787419910144;No;Positive
1251082832514072577;No;Neutral
1310141644990275587;Yes;Positive
1245438319628091392;No;Neutral
1251165941490167810;No;Neutral
1244509883443150848;Yes;Neutral
1236278781674954753;Yes;Positive
1247567008893370369;No;Positive
1245222879291224067;No;Negative
1265260207170637824;No;Neutral
1280524378690801664;Yes;Positive
1236932646057512962;No;Neutral
1305945067140657154;Yes;Positive
1265533045425274881;No;Neutral
1273564046739083265;Yes;Positive
1290082227703832576;Yes;Positive
1267322900635418624;No;Neutral
1267506174678700036;No;Positive
1247510607265501187;No;Neutral
1255957721733640195;Yes;Positive
1273630109774340103;Yes;Positive
1239740802554900480;Yes;Positive
1268986732608962562;No;Negative
1388099825138439641;Yes;Positive
1236308295918530561;Yes;Neutral
1262075221319790592;No;Positive
1243093702257631232;No;Neutral
1249187620053229569;No;Positive
1263656731349078018;No;Positive
1253815396089675777;No;Negative
1309316467398238209;Yes;Positive
1234163236251086848;Yes;Neutral
1321387603246174208;Yes;Positive
1246241376351719425;Yes;Positive
1254391175399776258;No;Neutral
1245438353417424898;No;Neutral
1241743376791285760;No;Positive
1298864811976032256;Yes;Positive
1250106009756065794;No;Neutral
1286470378534178816;Yes;Positive
1234332867385339904;Yes;Neutral
1222158778218569734;Yes;Positive
1242217511480852484;No;Neutral
1387981660519268448;No;Neutral
1352281327458456542;No;Negative
1230921711379456000;No;Neutral
1320823542632599553;No;Negative
1373902431477754739;No;Negative
1259124323140460545;No;Neutral
1283477925313085447;No;Negative
1242538146434371586;No;Positive
1357963627893210942;No;Neutral
1245387440766025728;No;Neutral
1359107659678338729;No;Negative
1246685737745108997;Yes;Neutral
1257022273933979649;No;Neutral
1256664916628570113;No;Neutral
1242559887613333506;No;Neutral
1244312612642459651;No;Neutral
1230842791040823296;No;Neutral
1312010755710087169;Yes;Positive
1234547283024326657;No;Neutral
1313503004406972416;No;Negative
1322294832245710854;No;Negative
1280038642468171776;No;Negative
1262491330506379264;No;Negative
1239492455172628480;No;Neutral
1316784648018685953;No;Positive
1291774562510741507;No;Negative
1262103757053136896;Yes;Positive
1246767458104508417;No;Negative
1303784989432123396;No;Negative
1230997698473611264;No;Neutral
1315161993283639462;No;Neutral
1222085014088835074;Yes;Positive
1263238129105936384;No;Negative
1382165658818833651;No;Neutral
1254237089215983616;No;Neutral
1264823232819011591;Yes;Positive
1238948003974647808;Yes;Positive
1235659753344270336;No;Negative
1277614074449313793;Yes;Positive
1320384267345394110;No;Negative
1231204141080498178;No;Neutral
1242586511880720387;No;Negative
1222169673808203779;Yes;Positive
1244715332385869830;Yes;Neutral
1234602783002808325;No;Negative
1261047049828683783;Yes;Neutral
1243664756227145734;No;Neutral
1248708733909204992;No;Neutral
1254068347655933952;No;Negative
1264289429864185857;Yes;Neutral
1246641795393556480;No;Positive
1240589239009644546;No;Positive
1238066715294138368;No;Positive
1243205459265359875;No;Neutral
1269364980249493504;No;Negative
1241778729313075203;No;Positive
1314886674325925889;Yes;Positive
1278306189940600832;Yes;Positive
1231020417835552774;Yes;Neutral
1307711671285276673;No;Negative
1244678459156312065;No;Positive
1267558506074341384;No;Positive
1251134774984523776;No;Neutral
1245493208353734656;Yes;Positive
1257562956482727936;No;Neutral
1284186584112181248;No;Negative
1292927472682569731;No;Positive
1263270247932612609;No;Negative
1237855852826001408;Yes;Positive
1259327178178801665;No;Positive
1271899401716367360;No;Negative
1222809176893808640;No;Neutral
1292736661680525312;Yes;Positive
1235878502735523840;No;Neutral
1264223022933778432;No;Neutral
1232358724397912065;No;Neutral
1233068293767995393;Yes;Neutral
1254504155722457090;No;Positive
1312252621332571115;Yes;Positive
1268157721968291840;No;Neutral
1295444190051160065;No;Negative
1245090878852665344;No;Negative
1261692220538793989;No;Neutral
1304450005298753541;No;Negative
1263356350685310977;No;Neutral
1230853590912315395;Yes;Positive
1244619361547149312;Yes;Positive
1372963319488160132;No;Neutral
1231885353658830848;No;Positive
1233464197838667776;Yes;Neutral
1244930193476681728;No;Neutral
1248334885233852417;No;Neutral
1260626917306314752;Yes;Neutral
1239539851399254016;Yes;Neutral
1263720191273439233;No;Negative
1248237986015297536;No;Neutral
1242096020600893440;Yes;Positive
1317536297016705280;No;Neutral
1235633330877599751;No;Negative
1260270763501813768;No;Negative
1247214373103435778;No;Positive
1270762408605253638;No;Negative
1237411618381877255;No;Positive
1287565741127012352;No;Negative
1257018919409405954;No;Neutral
1222104768954425344;Yes;Positive
1392259918703144297;No;Negative
1243170594851639298;Yes;Positive
1256760634852675584;No;Neutral
1243968268752338945;No;Positive
1240936703981953027;No;Positive
1387241280736250598;Yes;Positive
1302825692036464640;No;Negative
1271872569906429953;No;Negative
1254808017981276163;No;Neutral
1228938612726738946;Yes;Neutral
1303278301100810240;No;Negative
1243067696138371073;No;Positive
1246789640201424901;No;Neutral
1300521473097319065;Yes;Positive
1232710727078744064;Yes;Neutral
1243336185881255939;No;Positive
1251741433104564224;Yes;Positive
1244352303722835968;No;Positive
1265161854864760833;No;Negative
1247405169740054533;Yes;Positive
1255664618711777280;Yes;Neutral
1243578276385341445;Yes;Positive
1246531304319041537;Yes;Neutral
1261829046457040896;No;Negative
1255395712570925057;No;Negative
1247458302440738816;No;Neutral
1293201951329595394;No;Positive
1258740180237922305;No;Neutral
1241438162628628480;No;Neutral
1263236042825568256;No;Neutral
1268530192219287553;No;Neutral
1323363632642540885;Yes;Positive
1289278095766126592;No;Negative
1271158725672415234;No;Positive
1313274852892200962;Yes;Positive
1394123188363736143;No;Negative
1297198422789849090;Yes;Positive
1230838934785208322;No;Neutral
1247110279529476096;No;Neutral
1240334691573665793;No;Neutral
1250872258798792707;No;Negative
1259449038581227520;No;Neutral
1358543179097687436;No;Neutral
1246918733492129792;Yes;Neutral
1332057682031878147;No;Negative
1254491828390420480;Yes;Positive
1260686787728596995;Yes;Positive
1230906698602295297;No;Neutral
1318682750698795018;Yes;Positive
1259951190957338629;No;Negative
1244172241585287169;No;Neutral
1264676456875069441;Yes;Positive
1241073190320967680;No;Neutral
1241151988420706305;Yes;Neutral
1246458899655516160;No;Positive
1291867372039671808;Yes;Positive
1327857205796735516;No;Neutral
1233116028399386632;No;Positive
1235648828939931661;No;Negative
1240323392336691201;No;Neutral
1241124667999555589;No;Neutral
1245228817620271104;No;Neutral
1302490539321851904;No;Negative
1245494324105744385;Yes;Positive
1235983339422695426;No;Neutral
1242502355645595654;No;Neutral
1269412640914321409;No;Negative
1261932263782129664;No;Neutral
1319342193774034944;No;Negative
1262139622957727745;No;Neutral
1242694151000469504;No;Positive
1256301704586412032;No;Positive
1250525852061896715;No;Negative
1245694669318750214;Yes;Negative
1269305432016744449;No;Negative
1253793152739299329;Yes;Positive
1321463662062525607;No;Neutral
1263750691727835136;Yes;Positive
1386556056749404603;No;Neutral
1321939670100594688;Yes;Positive
1244828169326284801;No;Negative
1238519285192044544;No;Neutral
1252678302864674818;Yes;Neutral
1242117203253698568;No;Positive
1258909269518438404;Yes;Positive
1239554472491302912;Yes;Positive
1242093995901231104;No;Neutral
1245599254271250439;No;Neutral
1222223310194429954;Yes;Positive
1256628165302239232;No;Neutral
1370724382411360529;No;Negative
1364696269922018678;Yes;Positive
1351187455468028483;No;Neutral
1235644778081120258;No;Negative
1240249742136946694;Yes;Positive
1315649704460771537;No;Negative
1338030101685982034;No;Neutral
1243179199470473220;No;Neutral
1257510468568088576;No;Negative
1257628612532060163;Yes;Neutral
1260222472974106628;No;Neutral
1231914402393313280;No;Positive
1230911806186627073;No;Neutral
1271895750348353537;No;Positive
1280791954322849792;No;Negative
1276224285070286851;No;Negative
1276946093683736579;No;Negative
1240356000730923008;No;Neutral
1245475464719859712;Yes;Positive
1246698464857202688;No;Positive
1254395980373524481;Yes;Neutral
1235661455464083456;No;Negative
1237805671736893441;No;Neutral
1222107919975698432;Yes;Positive
1232958199260643328;Yes;Positive
1265360944391172098;No;Negative
1347044530171400879;No;Negative
1259029482662432768;No;Neutral
1269982207734669312;Yes;Positive
1230863853807902727;No;Neutral
1282682942087667719;No;Positive
1281918523338567680;Yes;Positive
1328628049986904066;Yes;Positive
1259831975952687109;No;Positive
1233301692638089216;No;Neutral
1363433046554398502;No;Negative
1251931146822332421;No;Negative
1249218282277781504;No;Neutral
1243737651783630848;No;Negative
1245356633833824259;No;Neutral
1239188916491579396;Yes;Positive
1311939125592862599;No;Neutral
1260711387493478402;No;Neutral
1279974237403598849;Yes;Negative
1241469733788155904;No;Neutral
1269732246308691973;No;Positive
1290550149064916992;No;Negative
1234952841669861377;Yes;Positive
1242406140073390080;No;Neutral
1264562264071442432;No;Neutral
1260878609503354883;Yes;Neutral
1255981778935971840;No;Negative
1235929524652707843;No;Neutral
1252510785978458114;Yes;Positive
1293847998053658624;Yes;Positive
1259851616871755778;No;Negative
1254036880951296000;Yes;Neutral
1266404118739984386;Yes;Positive
1263614544695492609;No;Negative
1252160491645997062;No;Neutral
1361495946538088307;No;Negative
1238444298087141376;No;Positive
1245726897524346885;Yes;Neutral
1230836553594949634;Yes;Neutral
1230938410292039680;No;Neutral
1242867443724320768;No;Neutral
1322676586810888192;Yes;Negative
1252245759673671680;No;Positive
1313197126403399680;Yes;Positive
1249702789070106624;No;Neutral
1234213266299195392;Yes;Neutral
1222198711574564865;Yes;Positive
1222058095939084288;Yes;Positive
1264217742586060801;No;Neutral
1260342540177412099;Yes;Neutral
1243262610314792963;No;Neutral
1260630054075318273;No;Positive
1270303124578844672;No;Negative
1259213536045252610;No;Neutral
1256194519160283137;No;Neutral
1240154785527091217;No;Positive
1297160536505942016;Yes;Positive
1331274382338101259;Yes;Positive
1247234725305110534;No;Negative
1254238723283267589;No;Neutral
1230890996176687109;No;Neutral
1255693826984992768;No;Negative
1264635471558316033;No;Negative
1321024111393667157;Yes;Positive
1293312429661794308;Yes;Positive
1362662574932838863;No;Negative
1243184140155072512;No;Negative
1233052736356339713;Yes;Positive
1241802737316175872;No;Negative
1268173749922279426;No;Negative
1263985526710898689;No;Neutral
1255936266413256707;Yes;Positive
1353405028446574889;No;Negative
1254339894807269377;No;Neutral
1266357607800897538;No;Neutral
1242376835075317762;No;Neutral
1309010013741343639;No;Negative
1230983929945108482;Yes;Positive
1230853148606115840;No;Neutral
1275171869881257985;Yes;Positive
1226231828425641984;No;Neutral
1252516660206088194;No;Positive
1222112322933739522;Yes;Positive
1240789359043006474;No;Neutral
1272272797096718339;Yes;Positive
1246906296831561728;Yes;Positive
1260613563682639874;Yes;Positive
1240043997537677313;No;Positive
1254385851599065088;No;Neutral
1310401746220004058;Yes;Negative
1265476454340591617;Yes;Neutral
1237216330601893888;No;Positive
1345112197228859039;No;Negative
1251330897011445760;No;Neutral
1245136460929531905;No;Negative
1280093458594750464;Yes;Positive
1254114149531095040;No;Neutral
1245028006130855937;Yes;Positive
1281539478457376770;Yes;Positive
1222500181221965825;Yes;Positive
1262027984925609986;No;Positive
1251652737164599298;No;Neutral
1242004805800931331;Yes;Positive
1274655828570759168;Yes;Positive
1247258659731709952;No;Neutral
1249067727119147016;No;Neutral
1285991761802911747;No;Positive
1242198687599800326;No;Neutral
1232226692627910656;No;Neutral
1256764199017107456;No;Negative
1354305034850014652;Yes;Positive
1281308157453762560;Yes;Positive
1237776829991268357;No;Neutral
1245714180591751171;No;Negative
1252546410773393408;No;Negative
1315409013295767556;No;Negative
1236843687818211328;No;Positive
1274736120174202883;No;Negative
1242205870848696321;No;Neutral
1222235907606138880;Yes;Positive
1257670609066213376;Yes;Positive
1316433691103629314;No;Negative
1254592698247512064;Yes;Positive
1258325683694174214;No;Neutral
1252924386090377216;No;Neutral
1256209018118443009;No;Neutral
1256011723120787456;No;Neutral
1300828732421222402;No;Negative
1234466321259212802;No;Neutral
1250499539720642561;No;Negative
1224961029874114562;No;Neutral
1267446762123472896;No;Positive
1230885837694472193;Yes;Neutral
1237818085979172867;No;Neutral
1222131252792373249;Yes;Positive
1253863020499013632;Yes;Positive
1244539480645808128;No;Neutral
1395594731303066753;No;Negative
1244149649780473857;No;Neutral
1248376923467567104;No;Negative
1252098044222464000;No;Neutral
1238373629177585664;No;Positive
1264206474772971520;No;Neutral
1269185837385777153;No;Negative
1233235433473085442;Yes;Positive
1259546616312279046;No;Neutral
1304872705490911195;No;Neutral
1251529314593648643;No;Neutral
1240231456183549954;Yes;Positive
1291841226380017664;Yes;Positive
1253355444069969929;No;Negative
1222193979028123648;Yes;Positive
1269314206744088577;No;Negative
1252715564792979456;Yes;Positive
1330193286343090177;Yes;Positive
1253838781641302016;Yes;Positive
1247064882060709889;No;Positive
1222493372088307717;Yes;Positive
1239096551408050182;Yes;Positive
1241482203684655104;No;Positive
1242236885847678976;No;Neutral
1254581669413208066;Yes;Neutral
1234585863503388673;No;Neutral
1238756928475541506;No;Neutral
1307351740484849667;No;Negative
1261846064853893120;No;Negative
1237409061236355073;Yes;Positive
1353064572115774980;No;Neutral
1391190463088932901;No;Neutral
1235657888720273408;No;Negative
1240942683176275969;No;Positive
1272877963013488642;Yes;Positive
1243365538518056960;No;Positive
1361645403153450013;Yes;Neutral
1233480534115876867;No;Positive
1253087392426340352;Yes;Positive
1258006381803769857;Yes;Neutral
1379204291178961090;No;Positive
1247594414815485959;Yes;Positive
1251962053415362562;No;Positive
1233428656577536000;No;Neutral
1247077823761854466;Yes;Neutral
1222264630455697408;Yes;Positive
1222503853318385665;Yes;Positive
1333869189745792921;No;Negative
1221384795860631562;Yes;Neutral
1254387720434188288;No;Neutral
1274657823369109504;Yes;Positive
1263741690432622594;No;Neutral
1242741925733707776;No;Neutral
1282768366336380929;Yes;Positive
1280547158865989634;No;Negative
1385988609353151768;No;Neutral
1304437698674012161;No;Negative
1273785182953320448;Yes;Positive
1249356412037345281;No;Neutral
1238137406680948736;No;Neutral
1320218130602799877;No;Neutral
1281661712673001474;Yes;Positive
1240704845503287297;No;Neutral
1248241425566892032;No;Neutral
1241672390607765505;No;Negative
1269907583646793728;Yes;Positive
1321179355347853314;No;Negative
1268298859303895040;No;Negative
1244012290082574339;No;Neutral
1247981815207538689;Yes;Positive
1368696890524178206;No;Neutral
1386067396266769718;No;Negative
1231258852559118336;Yes;Neutral
1257420667491926016;No;Positive
1242825661313617920;No;Positive
1238988120978317312;Yes;Positive
1240258654017912835;Yes;Positive
1268207110686416896;Yes;Neutral
1246335109214674944;No;Neutral
1231963775210840065;No;Positive
1278334463114690560;Yes;Positive
1236037456799113216;No;Neutral
1283351151807795200;No;Negative
1318613592262180030;No;Neutral
1241814473947648001;Yes;Positive
1242932614866120708;No;Neutral
1358147854155004650;No;Positive
1248241325260095489;Yes;Positive
1327458441923406847;No;Neutral
1286371589748121600;Yes;Positive
1263634479639408640;No;Negative
1231151009617137664;Yes;Neutral
1262156552783437825;Yes;Positive
1246746302362390528;Yes;Neutral
1266527117292044289;Yes;Positive
1322485078996488196;No;Negative
1253770265219252230;Yes;Neutral
1318312545053249536;No;Negative
1255183739086307330;No;Neutral
1243932053219028993;No;Neutral
1271505487238922240;Yes;Positive
1242712801120063494;No;Positive
1240169296820678657;No;Positive
1240196869638283264;No;Neutral
1325705779907801095;Yes;Positive
1241071686390349825;No;Positive
1332628258534338561;Yes;Positive
1247761717162995712;No;Negative
1252481049986301952;No;Neutral
1241099118283345920;No;Neutral
1356942985154762708;No;Positive
1230955200485216257;No;Neutral
1254415346045509633;No;Neutral
1254243497974157312;No;Positive
1256415428148166656;No;Positive
1237533605506633732;Yes;Neutral
1263547168343896064;No;Positive
1233039261190021120;Yes;Neutral
1260997381916692480;No;Neutral
1227687733889585155;Yes;Neutral
1257005683469365249;No;Neutral
1273848277851668483;No;Negative
1282279918785777665;Yes;Positive
1323295243894272568;No;Negative
1360431214893158497;No;Negative
1279165039635771396;Yes;Negative
1330058023822389249;Yes;Positive
1264381761263489024;No;Negative
1256242745804566533;Yes;Positive
1235945082542608385;No;Positive
1262900173480566785;No;Negative
1244658691363745792;No;Positive
1247538096771493899;No;Neutral
1252588621317771265;No;Positive
1275757382992310272;No;Positive
1244709584348106754;No;Neutral
1289145674207039488;No;Negative
1244696717016158210;No;Neutral
1313959284804329473;Yes;Positive
1261395097909944320;No;Neutral
1256072829273083909;No;Neutral
1355500841374808297;No;Negative
1269631829159673856;Yes;Positive
1305496613025185795;No;Negative
1258741840762847233;No;Neutral
1280936502856429570;No;Negative
1282457506208452610;Yes;Positive
1259615834571452418;Yes;Positive
1235665991817822208;No;Negative
1259319062804475904;Yes;Positive
1265251876578250758;No;Positive
1242527967617712131;No;Positive
1231943292276924417;No;Positive
1263700625012989954;Yes;Positive
1262651083463307266;No;Neutral
1269597231763652608;Yes;Positive
1326582933363965202;No;Neutral
1256595505439748102;Yes;Neutral
1255490647731118081;Yes;Positive
1241890767662186499;Yes;Positive
1222110335605362691;Yes;Positive
1284158489632407557;Yes;Positive
1261656034982211584;Yes;Positive
1238462712151228416;Yes;Positive
1226061473451053056;Yes;Positive
1243291211819089920;No;Positive
1269976474594967552;No;Negative
1321442558158032903;No;Negative
1307609483963707393;Yes;Positive
1244064113136930819;Yes;Positive
1252429505995567105;No;Positive
1242419832122998786;No;Neutral
1286679238226120704;No;Negative
1255213769468379137;No;Neutral
1344353703866751279;No;Negative
1262857060909277185;No;Negative
1254217682641174531;No;Positive
1323908538809409537;Yes;Positive
1274437106883080192;No;Positive
1317247400679976960;No;Negative
1271812876932648962;Yes;Positive
1274736254106710021;Yes;Positive
1253699784763940865;Yes;Neutral
1262087095138557953;Yes;Positive
1255293653221814273;Yes;Positive
1320992114117910528;No;Negative
1242523668443512840;No;Positive
1243463923304726535;No;Positive
